Name,Code,Description
Enfermedades del oido y de la apofisis mastoides,H603,Otras otitis externas infecciosas
Enfermedades del oido y de la apofisis mastoides,H604,Colesteatoma del oido externo
Enfermedades del oido y de la apofisis mastoides,H605,"Otitis externa aguda, no infecciosa"
Enfermedades del oido y de la apofisis mastoides,H608,Otras otitis externas
Enfermedades del oido y de la apofisis mastoides,H609,"Otitis externa, sin otra especificacion"
Enfermedades del oido y de la apofisis mastoides,H610,Pericondritis del oido externo
Enfermedades del oido y de la apofisis mastoides,H611,Afecciones no infecciosas del pabellon auditivo
Enfermedades del oido y de la apofisis mastoides,H612,Cerumen impactado
Enfermedades del oido y de la apofisis mastoides,H613,Estenosis adquirida del conducto auditivo externo
Enfermedades del oido y de la apofisis mastoides,H618,Otros trastornos especificados del oido externo
Enfermedades del oido y de la apofisis mastoides,H619,"Trastorno del oido externo, no especificado"
Enfermedades del oido y de la apofisis mastoides,H620,Otitis externa en enfermedades bacterianas clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H621,Otitits externa en enfermedades virales clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H622,Otitits externa en micosis
Enfermedades del oido y de la apofisis mastoides,H623,Otitits externa en otras enfermedades infecciosas y parasitarias clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H624,Otitits externa en otras enfermedades clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H628,Otros trastornos del oido externo en enfermedades clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H650,Otitis media aguda serosa
Enfermedades del oido y de la apofisis mastoides,H651,"Otra otitis media aguda, no supurativa"
Enfermedades del oido y de la apofisis mastoides,H652,Otitis media cronica serosa
Enfermedades del oido y de la apofisis mastoides,H653,Otitis media cronica mucoide
Enfermedades del oido y de la apofisis mastoides,H654,Otras otitis medias cronicas no supurativas
Enfermedades del oido y de la apofisis mastoides,H659,"Otitis media no supurativa, sin otra especificacion"
Enfermedades del oido y de la apofisis mastoides,H660,Otitis media supurativa aguda
Enfermedades del oido y de la apofisis mastoides,H661,Otitis media tubotimpanica supurativa cronica
Enfermedades del oido y de la apofisis mastoides,H662,Otitis media supurativa cronica aticoantral
Enfermedades del oido y de la apofisis mastoides,H663,Otras otitis medias cronicas supurativas
Enfermedades del oido y de la apofisis mastoides,H664,"Otitis media supurativa, sin otra especificacion"
Enfermedades del oido y de la apofisis mastoides,H669,"Otitis media, no especificada"
Enfermedades del oido y de la apofisis mastoides,H670,Otitis media en enfermedades bacterianas clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H671,Otitis media en enfermedades virales clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H678,Otitis media en otras enfermedades clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H680,Salpingitis eustaquiana
Enfermedades del oido y de la apofisis mastoides,H681,Obstruccion de la trompa de Eustaquio
Enfermedades del oido y de la apofisis mastoides,H690,Distension de la trompa de Eustaquio
Enfermedades del oido y de la apofisis mastoides,H698,Otros trastornos especificados de la trompa de Eustaquio
Enfermedades del oido y de la apofisis mastoides,H699,"Trastorno de la trompa de Eustaquio, no especificado"
Enfermedades del oido y de la apofisis mastoides,H700,Mastoiditis aguda
Enfermedades del oido y de la apofisis mastoides,H701,Mastoiditis cronica
Enfermedades del oido y de la apofisis mastoides,H702,Petrositis
Enfermedades del oido y de la apofisis mastoides,H708,Otras mastoiditis y afecciones relacionadas
Enfermedades del oido y de la apofisis mastoides,H709,"Mastoiditis, no especificada"
Enfermedades del oido y de la apofisis mastoides,H71X,Colesteatoma del oido medio
Enfermedades del oido y de la apofisis mastoides,H720,Perforacion central de la membrana timpanica
Enfermedades del oido y de la apofisis mastoides,H721,Perforacion atica de la membrana timpanica
Enfermedades del oido y de la apofisis mastoides,H722,Otras perforaciones marginales de la membrana timpanica
Enfermedades del oido y de la apofisis mastoides,H728,Otras perforaciones de la membrana timpanica
Enfermedades del oido y de la apofisis mastoides,H729,"Perforacion de la membrana timpanica, sin otra especificacion"
Enfermedades del oido y de la apofisis mastoides,H730,Miringitis aguda
Enfermedades del oido y de la apofisis mastoides,H731,Miringitis cronica
Enfermedades del oido y de la apofisis mastoides,H738,Otros trastornos especificados de la membrana timpanica
Enfermedades del oido y de la apofisis mastoides,H739,"Trastorno de la membrana timpanica, no especificado"
Enfermedades del oido y de la apofisis mastoides,H740,Timpanosclerosis
Enfermedades del oido y de la apofisis mastoides,H741,Enfermedad adhesiva del oido medio
Enfermedades del oido y de la apofisis mastoides,H742,Discontinuidad y dislocacion de los huesecillos del oido
Enfermedades del oido y de la apofisis mastoides,H743,Otras anormalidades adquiridas de los huesecillos del oido
Enfermedades del oido y de la apofisis mastoides,H744,Polipo del oido medio
Enfermedades del oido y de la apofisis mastoides,H748,Otros trastornos especificados del oido medio y de la apofisis mastoides
Enfermedades del oido y de la apofisis mastoides,H749,"Trastorno del oido medio y de la apofisis mastoides, no especificado"
Enfermedades del oido y de la apofisis mastoides,H750,Mastoiditis en enfermedades infecciosas y parasitarias clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H758,Otros trastornos especificados del oido medio y de la apofisis mastoides en enfermedades clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H800,"Otosclerosis que afecta la ventana oval, no obliterante"
Enfermedades del oido y de la apofisis mastoides,H801,"Otosclerosis que afecta la ventana oval, obliterante"
Enfermedades del oido y de la apofisis mastoides,H802,Otosclerosis coclear
Enfermedades del oido y de la apofisis mastoides,H808,Otras otosclerosis
Enfermedades del oido y de la apofisis mastoides,H809,"Otosclerosis, no especificada"
Enfermedades del oido y de la apofisis mastoides,H810,Enfermedad de meniere
Enfermedades del oido y de la apofisis mastoides,H811,Vertigo paroxistico benigno
Enfermedades del oido y de la apofisis mastoides,H812,Neuronitis vestibular
Enfermedades del oido y de la apofisis mastoides,H813,Otros vertigos perifericos
Enfermedades del oido y de la apofisis mastoides,H814,Vertigo de origen central
Enfermedades del oido y de la apofisis mastoides,H818,Otros trastornos de la funcion vestibular
Enfermedades del oido y de la apofisis mastoides,H819,"Trastorno de la funcion vestibular, no especificado"
Enfermedades del oido y de la apofisis mastoides,H82X,Sindromes vertiginosos en enfermedades clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H830,Laberintitis
Enfermedades del oido y de la apofisis mastoides,H831,Fistula del laberinto
Enfermedades del oido y de la apofisis mastoides,H832,Disfuncion del laberinto
Enfermedades del oido y de la apofisis mastoides,H833,Efectos del ruido sobre el oido interno
Enfermedades del oido y de la apofisis mastoides,H838,Otros trastornos especificados del oido interno
Enfermedades del oido y de la apofisis mastoides,H839,"Trastorno del oido interno, no especificado"
Enfermedades del oido y de la apofisis mastoides,H900,Hipoacusia conductiva bilateral
Enfermedades del oido y de la apofisis mastoides,H901,"Hipoacusia conductiva, unilateral con audicion irrestricta contralateral"
Enfermedades del oido y de la apofisis mastoides,H902,"Hipoacusia conductiva, sin otra especificacion"
Enfermedades del oido y de la apofisis mastoides,H903,"Hipoacusia neurosensorial, bilateral"
Enfermedades del oido y de la apofisis mastoides,H904,"Hipoacusia neurosensorial, unilateral con audicion irrestricta contralateral"
Enfermedades del oido y de la apofisis mastoides,H905,"Hipoacusia neurosensorial, sin otra especificacion"
Enfermedades del oido y de la apofisis mastoides,H906,"Hipoacusia mixta conductiva y neurosensorial, bilateral"
Enfermedades del oido y de la apofisis mastoides,H907,"Hipoacusia mixta conductiva y neurosensorial, unilateral con audicion irrestricta contralateral"
Enfermedades del oido y de la apofisis mastoides,H908,"Hipoacusia mixta conductiva y neurosensorial, no especificada"
Enfermedades del oido y de la apofisis mastoides,H910,Hipoacusia ototoxica
Enfermedades del oido y de la apofisis mastoides,H911,Presbiacusia
Enfermedades del oido y de la apofisis mastoides,H912,Hipoacusia subita idiopatica
Enfermedades del oido y de la apofisis mastoides,H913,"Sordomudez, no clasificada en otra parte"
Enfermedades del oido y de la apofisis mastoides,H918,Otras hipoacusias especificadas
Enfermedades del oido y de la apofisis mastoides,H919,"Hipoacusia, no especificada"
Enfermedades del oido y de la apofisis mastoides,H920,Otalgia
Enfermedades del oido y de la apofisis mastoides,H921,Otorrea
Enfermedades del oido y de la apofisis mastoides,H922,Otorragia
Enfermedades del oido y de la apofisis mastoides,H930,Trastornos degenerativos y vasculares del oido
Enfermedades del oido y de la apofisis mastoides,H931,Tinnitus
Enfermedades del oido y de la apofisis mastoides,H932,Otras percepciones auditivas anormales
Enfermedades del oido y de la apofisis mastoides,H933,Trastornos del nervio auditivo
Enfermedades del oido y de la apofisis mastoides,H938,Otros trastornos especificados del oido
Enfermedades del oido y de la apofisis mastoides,H939,"Trastorno del oido, no especificado"
Enfermedades del oido y de la apofisis mastoides,H940,Neuritis del nervio auditivo en enfermedades infecciosas y parasitarias clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H948,Otros trastornos especificados del oido en enfermedades clasificadas en otra parte
Enfermedades del oido y de la apofisis mastoides,H950,Colesteatoma recurrente de la cavidad resultante de la mastoidectomia
Enfermedades del oido y de la apofisis mastoides,H951,Otros trastornos posteriores a la mastoidectomia
Enfermedades del oido y de la apofisis mastoides,H958,"Otros trastornos del oido y de la apofisis mastoides, consecutivos a procedimientos"
Enfermedades del oido y de la apofisis mastoides,H959,"Trastornos no especificados del oido y de la apofisis mastoides, consecutivos a procedimientos"
Enfermedades del sistema circulatorio,I00X,Fiebre reumatica sin mencion de complicacion cardiaca
Enfermedades del sistema circulatorio,I010,Pericarditis reumatica aguda
Enfermedades del sistema circulatorio,I011,Endocarditis reumatica aguda
Enfermedades del sistema circulatorio,I012,Miocarditis reumatica aguda
Enfermedades del sistema circulatorio,I018,Otras enfermedades reumaticas agudas del corazon
Enfermedades del sistema circulatorio,I019,"Enfermedad reumatica aguda del corazon, no especificada"
Enfermedades del sistema circulatorio,I020,Corea reumatica con complicacion cardiaca
Enfermedades del sistema circulatorio,I029,Corea reumatica sin mencion de complicacion cardiaca
Enfermedades del sistema circulatorio,I050,Estenosis mitral
Enfermedades del sistema circulatorio,I051,Insuficiencia mitral reumatica
Enfermedades del sistema circulatorio,I052,Estenosis mitral con insuficiencia
Enfermedades del sistema circulatorio,I058,Otras enfermedades de la valvula mitral
Enfermedades del sistema circulatorio,I059,"Enfermedad valvular mitral, no especificada"
Enfermedades del sistema circulatorio,I060,Estenosis aortica reumatica
Enfermedades del sistema circulatorio,I061,Insuficiencia aortica reumatica
Enfermedades del sistema circulatorio,I062,Estenosis aortica reumatica con insuficiencia
Enfermedades del sistema circulatorio,I068,Otras enfermedades reumaticas de la valvula aortica
Enfermedades del sistema circulatorio,I069,"Enfermedad valvular aortica reumatica, no especificada"
Enfermedades del sistema circulatorio,I070,Estenosis tricuspide
Enfermedades del sistema circulatorio,I071,Insuficiencia tricuspide
Enfermedades del sistema circulatorio,I072,Estenosis e insuficiencia tricuspide
Enfermedades del sistema circulatorio,I078,Otras enfermedades de la valvula tricuspide
Enfermedades del sistema circulatorio,I079,"Enfermedad de la valvula tricuspide, no especificada"
Enfermedades del sistema circulatorio,I080,Trastornos de las valvulas mitral y aortica
Enfermedades del sistema circulatorio,I081,Trastornos de las valvulas mitral y tricuspide
Enfermedades del sistema circulatorio,I082,Trastornos de las valvulas aortica y tricuspide
Enfermedades del sistema circulatorio,I083,"Trastornos combinados de las valvulas mitral, tricuspide y aortica"
Enfermedades del sistema circulatorio,I088,Otras enfermedades de multiples valvulas
Enfermedades del sistema circulatorio,I089,"Enfermedad de multiples valvulas, no especificada"
Enfermedades del sistema circulatorio,I090,Miocarditis reumatica
Enfermedades del sistema circulatorio,I091,"Enfermedades reumaticas del endocardio, valvula no especificada"
Enfermedades del sistema circulatorio,I092,Pericarditis reumatica cronica
Enfermedades del sistema circulatorio,I098,Otras enfermedades reumaticas especificadas del corazon
Enfermedades del sistema circulatorio,I099,"Enfermedad reumatica del corazon, no especificada"
Enfermedades del sistema circulatorio,I10X,Hipertension esencial (primaria)
Enfermedades del sistema circulatorio,I110,Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)
Enfermedades del sistema circulatorio,I119,Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)
Enfermedades del sistema circulatorio,I120,Enfermedad renal hipertensiva con insuficiencia renal
Enfermedades del sistema circulatorio,I129,Enfermedad renal hipertensiva sin insuficiencia renal
Enfermedades del sistema circulatorio,I130,Enfermedad cardiorrenal hipertensiva con insuficiencia cardiaca (congestiva)
Enfermedades del sistema circulatorio,I131,Enfermedad cardiorrenal hipertensiva con insuficiencia renal
Enfermedades del sistema circulatorio,I132,Enfermedad cardiorrenal hipertensiva con insuficiencia cardiaca (congestiva) e insuficiencia renal
Enfermedades del sistema circulatorio,I139,"Enfermedad cardiorrenal hipertensiva, no especificada"
